"","R","G","B","x","y","type","imname","zoiCx","zoiCy"
"2283",213,220,26,3198.28735632184,1705.32183908046,"Y","32",2873,1649
"2284",47,88,10,3073.18390804598,1110.34482758621,"G","34",3441,700
"2285",139,185,95,3127.20689655172,1108.04597701149,"G","34",3441,700
"2286",141,170,64,3236.40229885057,1095.40229885057,"G","34",3441,700
"2287",60,87,16,3413.41379310345,1077.01149425287,"G","34",3441,700
"2288",221,255,181,3651.34482758621,1082.75862068966,"G","34",3441,700
"2289",44,69,0,3606.51724137931,1047.12643678161,"G","34",3441,700
"2290",108,151,36,3360.54022988506,978.16091954023,"G","34",3441,700
"2291",96,127,60,3774.33333333333,977.011494252873,"G","34",3441,700
"2292",113,142,60,3797.32183908046,841.379310344827,"G","34",3441,700
"2293",129,156,87,3839.85057471264,628.735632183908,"G","34",3441,700
"2294",35,59,7,3853.64367816092,533.333333333333,"G","34",3441,700
"2295",115,126,68,3849.04597701149,491.954022988506,"G","34",3441,700
"2296",71,90,34,3830.65517241379,600,"G","34",3441,700
"2297",65,95,43,3816.86206896552,555.172413793103,"G","34",3441,700
"2298",17,31,6,3832.95402298851,545.977011494253,"G","34",3441,700
"2299",60,91,34,3845.59770114943,526.436781609195,"G","34",3441,700
"2300",102,128,54,3837.55172413793,500,"G","34",3441,700
"2301",24,41,0,3837.55172413793,439.080459770115,"G","34",3441,700
"2302",12,24,0,3857.09195402299,264.367816091954,"G","34",3441,700
"2303",5,15,0,3827.20689655172,247.126436781609,"G","34",3441,700
"2304",13,29,0,3758.24137931035,291.954022988506,"G","34",3441,700
"2305",68,98,10,3704.2183908046,342.528735632184,"G","34",3441,700
"2306",40,57,5,3655.94252873563,412.643678160919,"G","34",3441,700
"2307",66,87,28,3599.62068965517,374.712643678161,"G","34",3441,700
"2308",97,140,48,3550.19540229885,358.620689655172,"G","34",3441,700
"2309",130,172,90,3436.40229885058,368.965517241379,"G","34",3441,700
"2310",198,223,142,3314.5632183908,400,"G","34",3441,700
"2311",16,33,0,3182.37931034483,418.390804597701,"G","34",3441,700
"2312",98,115,44,3262.83908045977,375.862068965517,"G","34",3441,700
"2313",74,103,19,3262.83908045977,340.229885057471,"G","34",3441,700
"2314",29,37,14,3234.10344827586,344.827586206897,"G","34",3441,700
"2315",119,154,36,3255.94252873563,296.551724137931,"G","34",3441,700
"2316",142,178,70,3273.18390804598,251.724137931034,"G","34",3441,700
"2317",142,198,87,3322.6091954023,279.310344827586,"G","34",3441,700
"2318",51,79,5,3178.93103448276,501.149425287356,"G","34",3441,700
"2319",157,188,120,3091.57471264368,537.931034482759,"G","34",3441,700
"2320",170,210,114,3054.79310344828,554.022988505747,"G","34",3441,700
"2321",122,150,76,3034.10344827586,604.597701149425,"G","34",3441,700
"2322",76,102,1,3004.2183908046,731.034482758621,"G","34",3441,700
"2323",92,115,27,3111.11494252874,809.195402298851,"G","34",3441,700
"2324",94,120,29,3116.86206896552,820.689655172414,"G","34",3441,700
"2325",253,255,218,3111.11494252874,834.48275862069,"G","34",3441,700
"2326",248,255,241,3108.81609195402,843.67816091954,"G","34",3441,700
"2327",231,248,204,3101.91954022989,817.241379310345,"G","34",3441,700
"2328",37,64,0,3160.54022988506,819.540229885057,"G","34",3441,700
"2329",146,187,93,3414.5632183908,935.632183908046,"G","34",3441,700
"2330",71,93,28,3347.89655172414,986.206896551724,"G","34",3441,700
"2331",133,179,91,3346.74712643678,897.701149425287,"G","34",3441,700
"2332",134,176,78,3385.8275862069,917.241379310345,"G","34",3441,700
"2333",120,159,66,3484.67816091954,1040.22988505747,"G","34",3441,700
"2334",108,154,32,3683.52873563218,1102.29885057471,"G","34",3441,700
"2335",164,199,117,3116.86206896552,1117.24137931034,"G","34",3441,700
"2336",190,217,146,3183.52873563218,1095.40229885057,"G","34",3441,700
"2337",222,240,200,3193.87356321839,1100,"G","34",3441,700
"2338",116,160,45,3057.09195402299,1083.90804597701,"G","34",3441,700
"2339",147,187,73,3006.51724137931,1073.5632183908,"G","34",3441,700
"2340",66,97,38,2995.02298850575,1010.34482758621,"G","34",3441,700
"2341",210,217,105,3039.85057471264,320.689655172414,"Y","34",3441,700
"2342",248,255,102,3052.49425287356,287.35632183908,"Y","34",3441,700
"2343",237,255,59,3052.49425287356,266.666666666667,"Y","34",3441,700
"2344",239,255,85,3059.3908045977,244.827586206897,"Y","34",3441,700
"2345",240,255,87,3066.28735632184,218.390804597701,"Y","34",3441,700
"2346",238,250,64,3096.1724137931,245.977011494253,"Y","34",3441,700
"2347",241,254,112,3096.1724137931,266.666666666667,"Y","34",3441,700
"2348",246,254,119,3085.8275862069,293.103448275862,"Y","34",3441,700
"2349",247,253,127,3111.11494252874,258.620689655172,"Y","34",3441,700
"2350",241,255,111,3112.26436781609,272.413793103448,"Y","34",3441,700
"2351",239,251,115,3104.2183908046,278.16091954023,"Y","34",3441,700
"2352",245,255,136,3018.01149425287,308.045977011494,"Y","34",3441,700
"2353",234,253,63,3011.11494252874,272.413793103448,"Y","34",3441,700
"2354",228,233,25,3014.5632183908,249.425287356322,"Y","34",3441,700
"2355",248,255,162,3012.26436781609,297.701149425287,"Y","34",3441,700
"2356",236,247,47,3005.36781609195,270.114942528736,"Y","34",3441,700
"2357",248,253,163,3632.95402298851,844.827586206896,"Y","34",3441,700
"2358",242,255,133,3615.71264367816,857.471264367816,"Y","34",3441,700
"2359",242,255,115,3621.45977011494,834.48275862069,"Y","34",3441,700
"2360",246,254,145,3608.81609195402,843.67816091954,"Y","34",3441,700
"2361",244,254,139,3615.71264367816,828.735632183908,"Y","34",3441,700
"2362",241,255,97,3634.10344827586,813.793103448276,"Y","34",3441,700
"2363",218,208,0,3698.47126436782,509.195402298851,"Y","34",3441,700
"2364",225,214,34,3701.91954022989,493.103448275862,"Y","34",3441,700
"2365",211,202,0,3712.26436781609,477.011494252874,"Y","34",3441,700
"2366",217,206,2,3720.31034482759,488.505747126437,"Y","34",3441,700
"2367",216,204,0,3714.5632183908,500,"Y","34",3441,700
"2368",208,200,0,3711.11494252874,487.35632183908,"Y","34",3441,700
"2369",236,252,83,3559.3908045977,426.436781609195,"Y","34",3441,700
"2370",235,254,76,3549.04597701149,420.689655172414,"Y","34",3441,700
"2371",232,252,67,3561.68965517241,416.091954022988,"Y","34",3441,700
"2372",243,255,106,3553.64367816092,431.034482758621,"Y","34",3441,700
"2373",120,166,67,2033.13793103448,1440.25287356322,"G","35",2409,1046
"2374",48,102,0,2150.37931034483,1475.88505747126,"G","35",2409,1046
"2375",61,110,0,2199.80459770115,1470.13793103448,"G","35",2409,1046
"2376",80,133,17,2273.36781609195,1252.89655172414,"G","35",2409,1046
"2377",157,211,91,2142.33333333333,1208.06896551724,"G","35",2409,1046
"2378",52,106,20,2237.73563218391,1087.37931034483,"G","35",2409,1046
"2379",131,183,108,2268.77011494253,813.816091954023,"G","35",2409,1046
"2380",110,170,56,2512.44827586207,840.252873563218,"G","35",2409,1046
"2381",93,129,59,2153.8275862069,783.931034482759,"G","35",2409,1046
"2382",71,96,54,1984.86206896552,686.229885057471,"G","35",2409,1046
"2383",135,192,63,1936.58620689655,824.16091954023,"G","35",2409,1046
"2384",194,240,168,2279.11494252874,605.770114942529,"G","35",2409,1046
"2385",88,136,36,2890.6091954023,1483.93103448276,"G","35",2409,1046
"2386",90,139,50,2884.86206896552,1418.41379310345,"G","35",2409,1046
"2387",86,133,39,2876.81609195402,1290.8275862069,"G","35",2409,1046
"2388",35,91,0,2898.65517241379,1175.88505747126,"G","35",2409,1046
"2389",91,136,67,2892.90804597701,1072.4367816092,"G","35",2409,1046
"2390",176,225,116,2882.5632183908,912.666666666667,"G","35",2409,1046
"2391",206,151,208,2151.52873563218,744.850574712644,"R","35",2409,1046
"2392",203,125,200,2151.52873563218,732.206896551724,"R","35",2409,1046
"2393",197,125,198,2152.67816091954,723.011494252874,"R","35",2409,1046
"2394",220,163,195,2154.97701149425,711.51724137931,"R","35",2409,1046
"2395",183,146,163,2157.27586206897,701.172413793103,"R","35",2409,1046
"2396",139,104,108,2160.72413793103,689.67816091954,"R","35",2409,1046
"2397",146,145,143,2196.35632183908,723.011494252874,"R","35",2409,1046
"2398",228,182,231,2190.6091954023,714.965517241379,"R","35",2409,1046
"2399",244,205,250,2188.31034482759,709.218390804598,"R","35",2409,1046
"2400",189,187,208,2197.50574712644,702.32183908046,"R","35",2409,1046
"2401",196,138,160,2133.13793103448,700.022988505747,"R","35",2409,1046
"2402",179,133,161,2131.98850574713,683.931034482759,"R","35",2409,1046
"2403",219,169,230,2781.41379310345,1032.20689655172,"R","35",2409,1046
"2404",165,133,144,2789.45977011494,1017.26436781609,"R","35",2409,1046
"2405",186,168,190,2826.24137931034,1019.5632183908,"R","35",2409,1046
"2406",205,143,190,2652.67816091954,1320.71264367816,"R","35",2409,1046
"2407",157,118,123,2654.97701149425,1306.91954022988,"R","35",2409,1046
"2408",134,162,88,2669.91954022989,1313.81609195402,"R","35",2409,1046
"2409",165,158,150,2668.77011494253,1303.47126436782,"R","35",2409,1046
"2410",225,187,212,2637.73563218391,1289.67816091954,"R","35",2409,1046
"2411",126,102,124,1928.54022988506,950.597701149425,"R","35",2409,1046
"2412",195,214,11,2028.54022988506,986.229885057471,"Y","35",2409,1046
"2413",183,194,14,2034.28735632184,954.045977011494,"Y","35",2409,1046
"2414",175,195,12,2018.19540229885,923.011494252873,"Y","35",2409,1046
"2415",170,171,7,2045.7816091954,929.908045977012,"Y","35",2409,1046
"2416",229,236,70,2050.37931034483,837.954022988506,"Y","35",2409,1046
"2417",252,255,145,2049.22988505747,813.816091954023,"Y","35",2409,1046
"2419",232,247,92,2531.98850574713,1028.75862068966,"Y","35",2409,1046
"2420",197,214,24,2519.34482758621,1004.62068965517,"Y","35",2409,1046
"2421",108,110,148,174.563218390805,749.275862068965,"B","37",501,501
"2422",113,124,169,178.011494252874,751.574712643678,"B","37",501,501
"2423",96,113,133,182.609195402299,745.827586206897,"B","37",501,501
"2424",83,99,133,189.505747126437,735.48275862069,"B","37",501,501
"2425",112,121,160,180.310344827586,751.574712643678,"B","37",501,501
"2426",67,98,38,860.402298850575,969.643678160919,"G","37",1265,557
"2427",91,144,62,1045.45977011494,1023.66666666667,"G","37",1265,557
"2428",79,116,62,1306.37931034483,1032.86206896552,"G","37",1265,557
"2429",64,102,51,1484.54022988506,893.781609195402,"G","37",1265,557
"2430",180,221,127,1650.05747126437,1030.5632183908,"G","37",1265,557
"2431",17,51,0,1651.20689655172,842.057471264368,"G","37",1265,557
"2432",57,88,18,1731.66666666667,816.770114942529,"G","37",1265,557
"2433",120,155,113,1479.94252873563,716.770114942529,"G","37",1265,557
"2434",113,158,77,1223.62068965517,832.862068965517,"G","37",1265,557
"2435",72,127,23,1042.01149425287,766.19540229885,"G","37",1265,557
"2436",130,169,124,927.068965517241,714.471264367816,"G","37",1265,557
"2437",95,141,79,823.620689655172,712.172413793103,"G","37",1265,557
"2438",82,127,46,867.298850574713,447.804597701149,"G","37",1265,557
"2439",13,26,0,983.390804597701,261.597701149425,"G","37",1265,557
"2440",61,110,5,820.172413793103,201.827586206897,"G","37",1265,557
"2441",18,26,2,940.862068965517,278.83908045977,"G","37",1265,557
"2442",19,34,3,1517.87356321839,84.5862068965517,"G","37",1265,557
"2443",33,62,6,1632.81609195402,475.390804597701,"G","37",1265,557
"2444",170,207,166,1633.96551724138,413.32183908046,"G","37",1265,557
"2445",206,178,138,1758.10344827586,938.609195402299,"R","37",1265,557
"2446",226,199,130,1737.41379310345,939.758620689655,"R","37",1265,557
"2447",155,109,83,1723.62068965517,943.206896551724,"R","37",1265,557
"2448",195,155,119,1715.57471264368,945.505747126437,"R","37",1265,557
"2449",170,129,77,1756.95402298851,1028.26436781609,"R","37",1265,557
"2450",187,158,114,1753.50574712644,1019.06896551724,"R","37",1265,557
"2451",192,136,99,1696.03448275862,1019.06896551724,"R","37",1265,557
"2452",190,144,120,1712.12643678161,1046.65517241379,"R","37",1265,557
"2453",237,248,21,1101.7816091954,991.48275862069,"Y","37",1265,557
"2454",240,242,19,1069.59770114943,994.931034482758,"Y","37",1265,557
"2455",237,251,42,1075.34482758621,971.942528735632,"Y","37",1265,557
"2456",238,240,19,1094.88505747126,970.793103448276,"Y","37",1265,557
"2457",225,226,8,1097.18390804598,982.287356321839,"Y","37",1265,557
"2458",228,226,47,1081.09195402299,979.988505747126,"Y","37",1265,557
"2459",244,254,123,965,870.793103448276,"Y","37",1265,557
"2460",231,235,26,978.793103448276,851.252873563218,"Y","37",1265,557
"2461",230,226,7,1001.7816091954,850.103448275862,"Y","37",1265,557
"2462",231,237,41,1104.08045977011,827.114942528735,"Y","37",1265,557
"2463",237,251,52,1322.47126436782,886.885057471264,"Y","37",1265,557
"2464",240,254,117,1431.66666666667,832.862068965517,"Y","37",1265,557
"2465",240,246,50,1437.41379310345,811.022988505747,"Y","37",1265,557
"2466",244,247,56,1412.12643678161,808.724137931034,"Y","37",1265,557
"2467",239,229,17,1422.47126436782,793.781609195402,"Y","37",1265,557
"2468",247,255,87,1428.2183908046,800.67816091954,"Y","37",1265,557
"2469",218,218,10,1339.71264367816,740.908045977011,"Y","37",1265,557
"2470",237,232,88,1469.59770114943,650.103448275862,"Y","37",1265,557
"2471",202,200,37,1459.25287356322,631.712643678161,"Y","37",1265,557
"2472",229,242,28,1385.68965517241,435.16091954023,"Y","37",1265,557
"2473",242,248,50,1361.55172413793,397.229885057471,"Y","37",1265,557
"2474",217,206,2,1348.90804597701,392.632183908046,"Y","37",1265,557
"2475",239,254,47,1327.06896551724,392.632183908046,"Y","37",1265,557
"2476",233,254,39,1308.67816091954,393.781609195402,"Y","37",1265,557
"2477",233,237,26,1289.13793103448,394.931034482759,"Y","37",1265,557
"2478",193,181,0,1233.96551724138,548.954022988506,"Y","37",1265,557
"2479",242,241,89,1609.8275862069,124.816091954023,"Y","37",1265,557
"2480",232,229,10,1605.22988505747,147.804597701149,"Y","37",1265,557
"2481",230,226,43,1607.52873563218,107.574712643678,"Y","37",1265,557
"2482",231,231,35,1735.11494252874,496.080459770115,"Y","37",1265,557
"2483",165,190,254,3042.52873563218,721.83908045977,"B","38",2900,600
"2484",145,168,244,3041.37931034483,718.390804597701,"B","38",2900,600
"2485",130,151,178,3043.67816091954,731.034482758621,"B","38",2900,600
"2486",202,223,242,2639.08045977011,726.436781609195,"B","38",2900,600
"2487",104,119,142,2639.08045977011,600,"B","38",2900,600
"2488",216,220,229,2663.2183908046,705.747126436782,"B","38",2900,600
"2489",97,130,43,444.747126436782,2549.37931034483,"G","38",839,2108
"2490",129,176,60,651.643678160919,2560.87356321839,"G","38",839,2108
"2491",179,214,120,843.597701149425,2572.36781609195,"G","38",839,2108
"2492",127,165,54,1091.87356321839,2575.81609195402,"G","38",839,2108
"2493",153,188,84,1263.13793103448,2560.87356321839,"G","38",839,2108
"2494",119,165,56,1066.58620689655,2517.19540229885,"G","38",839,2108
"2495",135,162,85,1210.26436781609,2505.70114942529,"G","38",839,2108
"2496",112,163,60,1048.19540229885,2495.35632183908,"G","38",839,2108
"2497",135,176,84,1267.73563218391,2487.31034482759,"G","38",839,2108
"2498",182,216,121,1179.22988505747,2434.4367816092,"G","38",839,2108
"2499",136,148,76,1278.08045977011,2411.44827586207,"G","38",839,2108
"2500",122,115,61,1236.70114942529,2297.65517241379,"G","38",839,2108
"2501",123,161,39,1260.83908045977,2109.14942528736,"G","38",839,2108
"2502",150,202,40,1140.14942528736,2056.27586206897,"G","38",839,2108
"2503",91,147,10,1295.32183908046,2039.03448275862,"G","38",839,2108
"2504",133,166,49,1109.11494252874,1952.8275862069,"G","38",839,2108
"2505",98,137,31,1235.55172413793,1916.04597701149,"G","38",839,2108
"2506",107,153,31,1013.71264367816,1882.71264367816,"G","38",839,2108
"2507",69,101,4,1197.62068965517,1749.37931034483,"G","38",839,2108
"2508",99,142,9,1068.88505747126,1690.75862068966,"G","38",839,2108
"2509",115,144,28,921.758620689655,1873.51724137931,"G","38",839,2108
"2510",118,164,29,811.413793103448,1955.12643678161,"G","38",839,2108
"2511",103,143,10,775.781609195402,1943.63218390805,"G","38",839,2108
"2512",125,168,53,581.528735632184,2090.75862068966,"G","38",839,2108
"2513",112,159,29,522.908045977011,2055.12643678161,"G","38",839,2108
"2514",125,166,74,497.620689655172,2010.29885057471,"G","38",839,2108
"2515",159,189,101,455.091954022988,2166.62068965517,"G","38",839,2108
"2516",153,194,74,387.275862068965,2203.40229885057,"G","38",839,2108
"2517",130,170,48,361.988505747126,2244.7816091954,"G","38",839,2108
"2518",191,148,80,452.793103448276,1928.68965517241,"R","38",839,2108
"2519",180,133,79,456.241379310345,1918.34482758621,"R","38",839,2108
"2520",178,138,77,460.83908045977,1908,"R","38",839,2108
"2521",213,191,150,483.827586206896,1828.68965517241,"R","38",839,2108
"2522",217,181,147,494.172413793103,1811.44827586207,"R","38",839,2108
"2523",221,175,142,525.206896551724,1725.24137931034,"R","38",839,2108
"2524",222,192,164,527.505747126437,1713.74712643678,"R","38",839,2108
"2525",186,174,90,375.781609195402,1945.93103448276,"R","38",839,2108
"2526",201,161,135,361.988505747126,1953.97701149425,"R","38",839,2108
"2527",196,167,123,350.494252873563,1985.01149425287,"R","38",839,2108
"2528",204,190,117,363.137931034483,2070.06896551724,"R","38",839,2108
"2529",249,255,222,678.080459770115,2036.73563218391,"W","38",839,2108
"2530",232,240,199,666.586206896552,2034.4367816092,"W","38",839,2108
"2531",238,243,203,668.885057471264,2029.83908045977,"W","38",839,2108
"2532",241,247,213,673.48275862069,2029.83908045977,"W","38",839,2108
"2533",241,255,221,614.862068965517,1982.71264367816,"W","38",839,2108
"2534",217,223,175,597.620689655172,1978.11494252874,"W","38",839,2108
"2535",246,251,211,743.597701149425,1925.24137931034,"W","38",839,2108
"2536",222,238,18,793.022988505747,2248.22988505747,"Y","38",839,2108
"2537",244,255,37,778.080459770115,2252.8275862069,"Y","38",839,2108
"2538",242,255,70,891.873563218391,2136.73563218391,"Y","38",839,2108
"2539",247,255,84,906.816091954023,2116.04597701149,"Y","38",839,2108
"2540",217,226,49,832.103448275862,2064.32183908046,"Y","38",839,2108
"2541",246,250,42,544.747126436782,2220.64367816092,"Y","38",839,2108
"2542",142,171,227,1450.57471264368,871.264367816092,"B","39",1800,1200
"2543",138,177,242,1560.91954022989,885.057471264368,"B","39",1800,1200
"2544",109,148,217,1685.05747126437,1028.73563218391,"B","39",1800,1200
"2545",161,185,245,1818.3908045977,1036.7816091954,"B","39",1800,1200
"2546",124,168,45,810.402298850575,2432.91954022988,"G","39",1115,1972
"2547",136,176,61,985.114942528735,2453.6091954023,"G","39",1115,1972
"2548",96,137,19,1196.6091954023,2449.01149425287,"G","39",1115,1972
"2549",99,141,15,1343.73563218391,2340.96551724138,"G","39",1115,1972
"2550",104,147,57,1518.44827586207,1952.45977011494,"G","39",1115,1972
"2551",49,77,3,1544.88505747126,1750.16091954023,"G","39",1115,1972
"2552",94,140,32,1095.45977011494,1757.05747126437,"G","39",1115,1972
"2553",245,253,238,843.735632183908,2104.18390804598,"W","39",1115,1972
"2554",240,250,93,847.183908045977,2219.12643678161,"Y","39",1115,1972
"2555",254,255,171,839.137931034483,2220.27586206897,"Y","39",1115,1972
"2556",245,251,57,806.954022988506,2245.5632183908,"Y","39",1115,1972
"2557",250,254,79,812.701149425287,2226.02298850575,"Y","39",1115,1972
"2558",247,255,120,744.885057471264,2214.52873563218,"Y","39",1115,1972
"2559",249,253,96,671.32183908046,2338.66666666667,"Y","39",1115,1972
"2560",225,223,52,644.885057471264,2200.73563218391,"Y","39",1115,1972
"2561",238,246,49,637.988505747127,2192.68965517241,"Y","39",1115,1972
"2562",249,253,78,690.862068965517,2103.03448275862,"Y","39",1115,1972
"2563",248,255,123,744.885057471264,2043.26436781609,"Y","39",1115,1972
"2564",238,245,107,767.873563218391,2038.66666666667,"Y","39",1115,1972
"2565",237,251,114,912.701149425287,1958.20689655172,"Y","39",1115,1972
"2566",249,254,196,905.804597701149,1958.20689655172,"Y","39",1115,1972
"2567",219,222,31,774.770114942529,1876.59770114943,"Y","39",1115,1972
"2568",242,253,61,743.735632183908,1790.3908045977,"Y","39",1115,1972
"2569",240,252,90,783.965517241379,1642.11494252874,"Y","39",1115,1972
"2570",249,255,100,860.977011494253,1703.03448275862,"Y","39",1115,1972
"2571",244,255,87,980.51724137931,1837.51724137931,"Y","39",1115,1972
"2572",237,254,54,1164.42528735632,1834.06896551724,"Y","39",1115,1972
"2573",250,254,143,1309.25287356322,1924.87356321839,"Y","39",1115,1972
"2574",248,255,149,1393.16091954023,1809.93103448276,"Y","39",1115,1972
"2575",235,250,59,1225.34482758621,1697.28735632184,"Y","39",1115,1972
"2576",241,255,95,1357.52873563218,1643.26436781609,"Y","39",1115,1972
"2577",237,255,74,1365.57471264368,1606.48275862069,"Y","39",1115,1972
"2578",255,255,116,1598.90804597701,2132.91954022989,"Y","39",1115,1972
"2579",212,229,255,3864.51724137931,278.011494252874,"B","40",3499,501
"2580",225,234,251,3846.12643678161,282.609195402299,"B","40",3499,501
"2581",252,255,253,3674.86206896552,268.816091954023,"B","40",3499,501
"2582",239,247,255,3687.50574712644,68.8160919540229,"B","40",3499,501
"2583",205,203,227,3924.28735632184,450.425287356322,"B","40",3499,501
"2584",63,81,29,1896.32183908046,2844.6091954023,"G","40",2340,2363
"2585",131,158,107,2054.94252873563,2856.10344827586,"G","40",2340,2363
"2586",93,101,50,2392.87356321839,2838.86206896552,"G","40",2340,2363
"2587",85,114,8,2328.50574712644,2713.57471264368,"G","40",2340,2363
"2588",126,162,66,2389.42528735632,2708.97701149425,"G","40",2340,2363
"2589",152,198,63,2338.85057471264,2663,"G","40",2340,2363
"2590",121,172,54,2242.29885057471,2514.72413793103,"G","40",2340,2363
"2591",76,112,25,2405.51724137931,2122.77011494253,"G","40",2340,2363
"2592",46,87,19,2437.70114942529,2050.35632183908,"G","40",2340,2363
"2593",141,171,85,2337.70114942529,1960.70114942529,"G","40",2340,2363
"2594",252,255,237,2292.87356321839,1946.90804597701,"G","40",2340,2363
"2595",103,141,30,2265.28735632184,1958.40229885057,"G","40",2340,2363
"2596",52,84,1,2297.47126436782,1953.80459770115,"G","40",2340,2363
"2597",100,136,74,2290.57471264368,1915.87356321839,"G","40",2340,2363
"2598",105,143,60,2226.20689655172,1931.96551724138,"G","40",2340,2363
"2599",64,108,33,2167.58620689655,1935.41379310345,"G","40",2340,2363
"2600",67,108,2,2166.4367816092,1998.63218390805,"G","40",2340,2363
"2601",100,153,21,2130.80459770115,2053.80459770115,"G","40",2340,2363
"2602",32,70,13,2082.52873563218,2127.36781609195,"G","40",2340,2363
"2603",22,57,0,2021.6091954023,2145.75862068965,"G","40",2340,2363
"2604",151,196,53,1995.1724137931,2072.19540229885,"G","40",2340,2363
"2605",198,233,149,2002.06896551724,2014.72413793103,"G","40",2340,2363
"2606",101,135,59,2042.29885057471,1941.16091954023,"G","40",2340,2363
"2607",49,86,17,2061.83908045977,1930.81609195402,"G","40",2340,2363
"2608",75,106,46,2065.28735632184,1913.57471264368,"G","40",2340,2363
"2609",247,252,194,2717.01149425287,1956.10344827586,"Y","40",2340,2363
"2610",250,255,176,2683.67816091954,1952.65517241379,"Y","40",2340,2363
"2611",212,230,60,2668.73563218391,1952.65517241379,"Y","40",2340,2363
"2612",254,255,223,2658.3908045977,1971.04597701149,"Y","40",2340,2363
"2613",222,218,23,2491.72413793103,2177.94252873563,"Y","40",2340,2363
"2614",235,239,22,2827.35632183908,2231.96551724138,"Y","40",2340,2363
"2615",205,208,0,2810.11494252874,2237.71264367816,"Y","40",2340,2363
"2616",231,244,42,2805.51724137931,2237.71264367816,"Y","40",2340,2363
"2617",195,187,0,1906.66666666667,1979.09195402299,"Y","40",2340,2363
"2618",245,254,39,1889.42528735632,1985.98850574713,"Y","40",2340,2363
"2619",251,255,168,2113.5632183908,2491.73563218391,"Y","40",2340,2363
"2620",241,245,122,2120.45977011494,2481.3908045977,"Y","40",2340,2363
"2621",224,223,37,2040,2417.02298850575,"Y","40",2340,2363
"2622",254,255,180,1964.13793103448,2426.2183908046,"Y","40",2340,2363
"2623",236,247,91,2177.93103448276,2636.5632183908,"Y","40",2340,2363
"2624",254,255,120,2185.97701149425,2648.05747126437,"Y","40",2340,2363
"2625",189,190,11,2818.16091954023,2674.49425287356,"Y","40",2340,2363
"2626",245,247,78,2796.32183908046,2676.79310344828,"Y","40",2340,2363
"2627",231,220,17,2789.42528735632,2682.54022988506,"Y","40",2340,2363
"2628",250,255,137,2523.90804597701,2680.24137931034,"Y","40",2340,2363
"2629",183,179,0,2588.27586206897,2546.90804597701,"Y","40",2340,2363
"2630",250,253,122,2085.97701149425,2796.33333333333,"Y","40",2340,2363
"2631",243,233,47,1919.31034482759,2726.2183908046,"Y","40",2340,2363
"2632",209,214,254,2577.01149425287,303.298850574713,"B","41",2800,501
"2633",180,169,211,2570.11494252874,299.850574712644,"B","41",2800,501
"2634",180,195,255,3096.55172413793,499.850574712644,"B","41",2800,501
"2635",138,152,189,3088.50574712644,497.551724137931,"B","41",2800,501
"2636",204,214,250,3087.35632183908,484.908045977011,"B","41",2800,501
"2637",195,205,254,3093.10344827586,484.908045977011,"B","41",2800,501
"2638",199,201,226,2991.95402298851,680.310344827586,"B","41",2800,501
"2639",203,219,244,2996.55172413793,678.011494252873,"B","41",2800,501
"2640",167,191,235,2904.59770114943,863.068965517241,"B","41",2800,501
"2641",145,164,240,2649.42528735632,145.827586206897,"B","41",2800,501
"2642",154,173,206,2650.57471264368,137.781609195402,"B","41",2800,501
"2643",130,154,190,2894.25287356322,204.448275862069,"B","41",2800,501
"2644",121,161,62,198.448275862069,2016.47126436782,"G","41",595,1559
"2645",146,181,81,300.747126436782,2003.8275862069,"G","41",595,1559
"2646",135,181,33,375.459770114942,1555.55172413793,"G","41",595,1559
"2647",105,141,9,297.298850574713,1415.32183908046,"G","41",595,1559
"2648",99,146,34,391.551724137931,1353.25287356322,"G","41",595,1559
"2649",105,146,44,1043.27586206897,2000.37931034483,"G","41",595,1559
"2650",83,120,24,1049.02298850575,1906.12643678161,"G","41",595,1559
"2651",82,119,23,1058.2183908046,1796.93103448276,"G","41",595,1559
"2652",115,133,34,1059.36781609195,1676.24137931034,"G","41",595,1559
"2653",134,168,91,1046.72413793103,1587.73563218391,"G","41",595,1559
"2654",145,187,111,1068.5632183908,1342.90804597701,"G","41",595,1559
"2655",144,172,59,937.528735632184,1229.11494252874,"G","41",595,1559
"2656",141,153,193,286.954022988506,1868.19540229885,"V","41",595,1559
"2657",225,226,24,616.83908045977,1334.86206896552,"Y","41",595,1559
"2658",239,247,84,672.011494252874,1357.85057471264,"Y","41",595,1559
"2659",211,214,35,668.563218390805,1344.05747126437,"Y","41",595,1559
"2660",211,217,23,662.816091954023,1324.51724137931,"Y","41",595,1559
"2662",214,217,24,722.586206896552,1618.77011494253,"Y","41",595,1559
"2663",181,196,5,807.64367816092,1860.14942528736,"Y","41",595,1559
"2664",255,251,255,1857.47126436782,2322.41379310345,"B","42",2000,2250
"2665",113,142,62,888.689655172414,1687.24137931034,"G","42",1268,1270
"2666",181,205,127,1034.66666666667,1653.90804597701,"G","42",1268,1270
"2667",32,51,0,993.287356321839,1599.88505747126,"G","42",1268,1270
"2668",56,83,14,1017.42528735632,1445.86206896552,"G","42",1268,1270
"2669",48,42,20,1257.65517241379,1312.52873563218,"G","42",1268,1270
"2670",177,163,124,1328.91954022989,887.241379310345,"G","42",1268,1270
"2671",118,103,74,1278.34482758621,980.344827586207,"G","42",1268,1270
"2672",156,122,94,1248.45977011494,960.804597701149,"G","42",1268,1270
"2673",155,133,96,1249.6091954023,1015.97701149425,"G","42",1268,1270
